,artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userId
6397,Three Drives,Logged In,Sara,F,6,Johnson,411.6371,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Greece 2000,200,1541260000000.0,95.0
6398,Jonas Brothers,Logged In,Sara,F,7,Johnson,192.36526,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Sorry,200,1541260000000.0,95.0
6399,Tevin Campbell,Logged In,Sara,F,8,Johnson,293.04118,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Round And Round (Soul Mix Edit),200,1541260000000.0,95.0
6400,Sting,Logged In,Sara,F,9,Johnson,257.12281,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Windmills Of Your Mind,200,1541260000000.0,95.0
6401,The Champs,Logged In,Sara,F,10,Johnson,132.0224,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Tequila,200,1541260000000.0,95.0
6402,RÃÂ¶yksopp,Logged In,Sara,F,11,Johnson,214.93506,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Poor Leno Jakatta Radio Mix,200,1541260000000.0,95.0
6403,Avenged Sevenfold,Logged In,Sara,F,12,Johnson,312.11057,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Bat Country (Album Version),200,1541260000000.0,95.0
6404,,Logged In,Sylvie,F,0,Cruz,,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",GET,Home,1540270000000.0,210,,200,1541260000000.0,10.0
6405,Sam Cooke,Logged In,Sara,F,13,Johnson,122.04363,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Ain't Misbehavin,200,1541260000000.0,95.0
6406,Apulanta,Logged In,Sara,F,14,Johnson,219.53261,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Hallaa,200,1541260000000.0,95.0
6407,Era,Logged In,Sara,F,15,Johnson,200.56771,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Cathar Rhythm,200,1541260000000.0,95.0
6408,Klaus Badelt,Logged In,Sylvie,F,1,Cruz,128.62649,free,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1540270000000.0,210,Moonlight Serenade,200,1541260000000.0,10.0
6409,Parov Stelar,Logged In,Sara,F,16,Johnson,281.5473,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,KissKiss,200,1541260000000.0,95.0
6410,Florence + The Machine,Logged In,Lily,F,0,Koch,290.48118,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Rabbit Heart (Raise It Up),200,1541260000000.0,15.0
6411,De La Soul,Logged In,Sara,F,17,Johnson,221.72689,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Me_ Myself & I,200,1541260000000.0,95.0
6412,Lil Wayne / T-Pain,Logged In,Sara,F,18,Johnson,244.58404,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Got Money,200,1541260000000.0,95.0
6413,Cher,Logged In,Lily,F,1,Koch,167.41832,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Milord,200,1541260000000.0,15.0
6414,Edge Of Dawn,Logged In,Lily,F,2,Koch,253.72689,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Losing Ground,200,1541260000000.0,15.0
6415,The Black Keys,Logged In,Sara,F,19,Johnson,223.84281,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Elevator,200,1541260000000.0,95.0
6416,Smokie Norful,Logged In,Lily,F,3,Koch,337.84118,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,I Need You Now (Build A Bridge Version),200,1541260000000.0,15.0
6417,Adam Lambert,Logged In,Sara,F,20,Johnson,227.39546,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Whataya Want From Me,200,1541270000000.0,95.0
6418,Pulp,Logged In,Sara,F,21,Johnson,208.95302,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Little Girl (With Blue Eyes),200,1541270000000.0,95.0
6419,Alliance Ethnik,Logged In,Lily,F,4,Koch,265.76934,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Creil City,200,1541270000000.0,15.0
6420,Tricky,Logged In,Sara,F,22,Johnson,212.79302,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Ponderosa,200,1541270000000.0,95.0
6421,John Butler Trio,Logged In,Lily,F,5,Koch,223.68608,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Betterman (full-length/album version),200,1541270000000.0,15.0
6422,Culture Club,Logged In,Sara,F,23,Johnson,282.48771,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Believe (Demo),200,1541270000000.0,95.0
6423,The Temper Trap,Logged In,Lily,F,6,Koch,192.67873,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Fader,200,1541270000000.0,15.0
6424,La Mosca Tse-Tse,Logged In,Sara,F,24,Johnson,195.082,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Patadas En El Corazon,200,1541270000000.0,95.0
6425,Cute Is What We Aim For,Logged In,Lily,F,7,Koch,201.22077,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Finger Twist & Split (Album Version),200,1541270000000.0,15.0
6426,Jack Johnson,Logged In,Sara,F,25,Johnson,236.72118,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Bubble Toes,200,1541270000000.0,95.0
6427,Siriusmo,Logged In,Lily,F,8,Koch,272.61342,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Simple,200,1541270000000.0,15.0
6428,Creedence Clearwater Revival,Logged In,Sara,F,26,Johnson,312.89424,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Feelin' Blue,200,1541270000000.0,95.0
6429,Alberto Plaza,Logged In,Lily,F,9,Koch,271.3073,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,No Seas Cruel (vivo),200,1541270000000.0,15.0
6430,Brand New,Logged In,Sara,F,27,Johnson,188.49914,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Not The Sun,200,1541270000000.0,95.0
6431,Sean Lennon,Logged In,Lily,F,10,Koch,202.97098,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Into The Sun,200,1541270000000.0,15.0
6432,K-OS,Logged In,Sara,F,28,Johnson,211.33016,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,EMCEE Murdah,200,1541270000000.0,95.0
6433,Nana Caymmi,Logged In,Lily,F,11,Koch,251.0624,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Acercate Mas (2000 Digital Remaster),200,1541270000000.0,15.0
6434,Casino Versus Japan,Logged In,Sara,F,29,Johnson,86.30812,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Moonlupe,200,1541270000000.0,95.0
6435,the bird and the bee,Logged In,Sara,F,30,Johnson,281.23383,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Ray Gun,200,1541270000000.0,95.0
6436,Skyforger,Logged In,Lily,F,12,Koch,38.94812,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,In the Yard of the Father's Son,200,1541270000000.0,15.0
6437,Bryan Ferry,Logged In,Lily,F,13,Koch,265.87383,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Slave To Love (1999 Digital Remaster),200,1541270000000.0,15.0
6438,The Black Keys,Logged In,Sara,F,31,Johnson,196.91057,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,All Hands Against His Own,200,1541270000000.0,95.0
6439,Foxy Shazam,Logged In,Lily,F,14,Koch,201.74322,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Wanna-be Angel (Album Version),200,1541270000000.0,15.0
6440,The Ruts,Logged In,Sara,F,32,Johnson,338.96444,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,West One (Shine On Me),200,1541270000000.0,95.0
6441,Old 97's,Logged In,Lily,F,15,Koch,231.28771,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Victoria (LP Version),200,1541270000000.0,15.0
6442,Lonnie Gordon,Logged In,Lily,F,16,Koch,181.21098,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Catch You Baby (Steve Pitron & Max Sanna Radio Edit),200,1541270000000.0,15.0
6443,Bon Iver,Logged In,Sara,F,33,Johnson,220.70812,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,For Emma,200,1541270000000.0,95.0
6444,Florence + The Machine,Logged In,Lily,F,17,Koch,219.66322,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Dog Days Are Over (Radio Edit),200,1541270000000.0,15.0
6445,Glen Washington,Logged In,Sara,F,34,Johnson,193.82812,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,One Of These Days,200,1541270000000.0,95.0
6446,Mad Cobra,Logged In,Lily,F,18,Koch,230.68689,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Flex,200,1541270000000.0,15.0
6447,Dropout Year,Logged In,Sara,F,35,Johnson,227.36934,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,This Notebook,200,1541270000000.0,95.0
6448,Flogging Molly,Logged In,Lily,F,19,Koch,260.75383,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Punch Drunk Grinning Soul,200,1541270000000.0,15.0
6449,Young Rebel Set,Logged In,Sara,F,36,Johnson,248.55465,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,If I Was,200,1541270000000.0,95.0
6450,Sneaker Pimps,Logged In,Lily,F,20,Koch,260.91057,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Spin Spin Sugar,200,1541270000000.0,15.0
6451,Righteous Brothers,Logged In,Sara,F,37,Johnson,215.90159,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Unchained Melody,200,1541270000000.0,95.0
6452,Me First And The Gimme Gimmes,Logged In,Sara,F,38,Johnson,64.39138,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Jonny's Blessing,200,1541270000000.0,95.0
6453,Texas In July,Logged In,Lily,F,21,Koch,190.69342,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Aurora,200,1541270000000.0,15.0
6454,Alice In Chains,Logged In,Sara,F,39,Johnson,230.60853,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,God Smack,200,1541270000000.0,95.0
6455,,Logged In,Sara,F,40,Johnson,,paid,"Winston-Salem, NC",GET,Downgrade,1540810000000.0,152,,200,1541270000000.0,95.0
6456,10 Years,Logged In,Lily,F,22,Koch,229.95546,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Wasteland,200,1541270000000.0,15.0
6457,Juanes,Logged In,Lily,F,23,Koch,233.40363,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,No Siento Penas,200,1541270000000.0,15.0
6458,,Logged In,Sara,F,41,Johnson,,paid,"Winston-Salem, NC",GET,Downgrade,1540810000000.0,152,,200,1541270000000.0,95.0
6459,,Logged In,Sara,F,42,Johnson,,paid,"Winston-Salem, NC",GET,Home,1540810000000.0,152,,200,1541270000000.0,95.0
6460,Cat Stevens,Logged In,Sara,F,43,Johnson,200.202,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Wild World,200,1541270000000.0,95.0
6461,Passion Pit,Logged In,Lily,F,24,Koch,174.75873,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Sleepyhead,200,1541270000000.0,15.0
6462,The Temper Trap,Logged In,Sara,F,44,Johnson,192.67873,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Fader,200,1541270000000.0,95.0
6463,OneRepublic,Logged In,Lily,F,25,Koch,224.67873,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Secrets,200,1541270000000.0,15.0
6464,Diplo,Logged In,Sara,F,45,Johnson,96.86159,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Florida,200,1541270000000.0,95.0
6465,Afro Celt Sound System,Logged In,Sara,F,46,Johnson,425.01179,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Even In My Dreams,200,1541270000000.0,95.0
6466,PeterLicht,Logged In,Lily,F,26,Koch,306.80771,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1541050000000.0,199,Heiterkeit,200,1541270000000.0,15.0
6467,,Logged In,Lily,F,27,Koch,,paid,"Chicago-Naperville-Elgin, IL-IN-WI",GET,Downgrade,1541050000000.0,199,,200,1541270000000.0,15.0
6468,M.A. Numminen,Logged In,Sara,F,47,Johnson,166.55628,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,TULENLIEKKI,200,1541270000000.0,95.0
6469,,Logged In,Sara,F,48,Johnson,,paid,"Winston-Salem, NC",GET,Home,1540810000000.0,152,,200,1541270000000.0,95.0
6470,Limp Bizkit,Logged In,Sara,F,49,Johnson,214.5171,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Rollin' (Air Raid Vehicle),200,1541270000000.0,95.0
6471,Downhere,Logged In,Sara,F,50,Johnson,230.71302,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,In America (Album Version),200,1541270000000.0,95.0
6472,Roots Manuva,Logged In,Sara,F,51,Johnson,233.92608,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,No Love,200,1541270000000.0,95.0
6473,Lykke Li,Logged In,Sara,F,52,Johnson,162.19383,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Let It Fall,200,1541270000000.0,95.0
6474,Plan B,Logged In,Sara,F,53,Johnson,222.82404,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Free,200,1541270000000.0,95.0
6475,Octopus Project,Logged In,Sara,F,54,Johnson,498.33751,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Hypnopaedia,200,1541270000000.0,95.0
6476,OneRepublic,Logged In,Sara,F,55,Johnson,224.67873,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Secrets,200,1541270000000.0,95.0
6477,Gilberto Santa Rosa,Logged In,Sara,F,56,Johnson,272.16934,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,La Sigo Amando Tanto,200,1541270000000.0,95.0
6478,Eric Clapton,Logged In,Sara,F,57,Johnson,271.80363,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Tears In Heaven,200,1541270000000.0,95.0
6479,ARRESTED DEVELOPMENT,Logged In,Sara,F,58,Johnson,200.98567,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Fountain Of Youth,200,1541270000000.0,95.0
6480,,Logged In,Sara,F,59,Johnson,,paid,"Winston-Salem, NC",GET,Home,1540810000000.0,152,,200,1541270000000.0,95.0
6481,Future Rock,Logged In,Sara,F,60,Johnson,239.90812,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Gears,200,1541270000000.0,95.0
6482,Steppenwolf,Logged In,Sara,F,61,Johnson,208.14322,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Born To Be Wild,200,1541270000000.0,95.0
6483,Jason Mraz & Colbie Caillat,Logged In,Sara,F,62,Johnson,189.6224,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,Lucky (Album Version),200,1541270000000.0,95.0
6484,Leonard Cohen,Logged In,Sara,F,63,Johnson,298.57914,paid,"Winston-Salem, NC",PUT,NextSong,1540810000000.0,152,The Stranger Song,200,1541270000000.0,95.0
6485,Bright Eyes,Logged In,Ayla,F,0,Johnson,279.09179,free,"Santa Rosa, CA",PUT,NextSong,1540880000000.0,135,Kathy with a K's Song,200,1541280000000.0,63.0
6486,,Logged In,Chloe,F,0,Cuevas,,free,"San Francisco-Oakland-Hayward, CA",GET,Home,1540940000000.0,195,,200,1541280000000.0,49.0
6487,The Smiths,Logged In,Chloe,F,1,Cuevas,196.67546,free,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,195,The Boy With The Thorn In His Side,200,1541280000000.0,49.0
6488,Quique Gonzalez,Logged In,Chloe,F,2,Cuevas,214.20363,free,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,195,Cuando Eramos Reyes,200,1541280000000.0,49.0
6489,Muse,Logged In,Chloe,F,3,Cuevas,210.46812,free,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,195,Pink Ego Box,200,1541280000000.0,49.0
6490,Sugarland,Logged In,Cecilia,F,0,Owens,247.77098,free,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1541030000000.0,5,Just Might (Make Me Believe),200,1541290000000.0,6.0
6491,A Hope For Home,Logged In,Cecilia,F,1,Owens,388.38812,free,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1541030000000.0,5,Absolution: Of Flight and Failure,200,1541290000000.0,6.0
6492,Muse,Logged In,Jordan,F,3,Hicks,259.26485,free,"Salinas, CA",PUT,NextSong,1540010000000.0,814,Supermassive Black Hole [Phones Control Voltage Remix],200,1543190000000.0,37.0
6493,,Logged In,Jordan,F,4,Hicks,,free,"Salinas, CA",PUT,Logout,1540010000000.0,814,,307,1543190000000.0,37.0
6494,,Logged Out,,,5,,,free,,GET,Home,,814,,200,1543190000000.0,
6495,,Logged Out,,,6,,,free,,PUT,Login,,814,,307,1543190000000.0,
6496,,Logged In,Jordan,F,7,Hicks,,free,"Salinas, CA",GET,Home,1540010000000.0,814,,200,1543190000000.0,37.0
6497,,Logged In,Jayden,M,0,Fox,,free,"New Orleans-Metairie, LA",GET,Home,1541030000000.0,842,,200,1543190000000.0,101.0
6498,Mobin Master Feat. Robin S.,Logged In,Jayden,M,1,Fox,428.64281,free,"New Orleans-Metairie, LA",PUT,NextSong,1541030000000.0,842,Show Me Love,200,1543190000000.0,101.0
6499,Duncan Dhu,Logged In,Bronson,M,0,Harris,211.90485,free,"Eugene, OR",PUT,NextSong,1540910000000.0,827,Rozando La Eternidad,200,1543190000000.0,33.0
6500,New Found Glory,Logged In,Bronson,M,1,Harris,222.69342,free,"Eugene, OR",PUT,NextSong,1540910000000.0,827,the king of wishful thinking,200,1543190000000.0,33.0
6501,Reel Big Fish,Logged In,Bronson,M,2,Harris,210.65098,free,"Eugene, OR",PUT,NextSong,1540910000000.0,827,Beer,200,1543190000000.0,33.0
6502,3 Doors Down,Logged In,Ryann,F,0,Smith,227.7873,free,"Palestine, TX",PUT,NextSong,1540690000000.0,905,Pages,200,1543200000000.0,92.0
6503,Hird,Logged In,Ryann,F,1,Smith,396.64281,free,"Palestine, TX",PUT,NextSong,1540690000000.0,905,Keep You Kimi (Feat. Yukimi Nagano),200,1543200000000.0,92.0
6504,Vampire Weekend,Logged In,Ryann,F,2,Smith,255.81669,free,"Palestine, TX",PUT,NextSong,1540690000000.0,905,M79 (Album),200,1543200000000.0,92.0
6505,,Logged In,Preston,M,0,Sanders,,free,"Phoenix-Mesa-Scottsdale, AZ",GET,Home,1540590000000.0,115,,200,1543210000000.0,21.0
6506,,Logged In,Chloe,F,0,Cuevas,,paid,"San Francisco-Oakland-Hayward, CA",GET,Home,1540940000000.0,930,,200,1543210000000.0,49.0
6507,,Logged In,Ava,F,0,Robinson,,free,"New Haven-Milford, CT",GET,Home,1540930000000.0,859,,200,1543210000000.0,50.0
6508,Scars On Broadway,Logged In,Chloe,F,1,Cuevas,187.34975,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,930,Insane,200,1543210000000.0,49.0
6509,Death From Above 1979,Logged In,Chloe,F,2,Cuevas,153.88689,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,930,Cold War,200,1543210000000.0,49.0
6510,,Logged In,Bronson,M,0,Harris,,free,"Eugene, OR",GET,Home,1540910000000.0,937,,200,1543210000000.0,33.0
6511,Nessbeal,Logged In,Chloe,F,3,Cuevas,249.52118,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,930,EmmurÃÂ© Vivant,200,1543210000000.0,49.0
6512,311,Logged In,Chloe,F,4,Cuevas,204.14649,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,930,Jackolantern's Weather,200,1543210000000.0,49.0
6513,Octopus Project,Logged In,Bronson,M,1,Harris,350.40608,free,"Eugene, OR",PUT,NextSong,1540910000000.0,937,Crying At The Aquarium,200,1543210000000.0,33.0
6514,Tech N9ne,Logged In,Chloe,F,5,Cuevas,232.82893,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,930,Flash,200,1543210000000.0,49.0
6515,Classified,Logged In,Bronson,M,2,Harris,272.90077,free,"Eugene, OR",PUT,NextSong,1540910000000.0,937,All About U,200,1543220000000.0,33.0
6516,Ratt,Logged In,Chloe,F,6,Cuevas,205.97506,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,930,Lay It Down (2007 Remastered),200,1543220000000.0,49.0
6517,Mya / Jadakiss,Logged In,Chloe,F,7,Cuevas,253.28281,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,930,Best Of Me,200,1543220000000.0,49.0
6518,Catupecu Machu,Logged In,Bronson,M,3,Harris,191.79057,free,"Eugene, OR",PUT,NextSong,1540910000000.0,937,Y Lo Que Quiero Es Que Pises Sin El Suelo,200,1543220000000.0,33.0
6519,R.E.M.,Logged In,Chloe,F,8,Cuevas,252.73424,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,930,Burning Down,200,1543220000000.0,49.0
6520,,Logged In,Adler,M,0,Barrera,,free,"New York-Newark-Jersey City, NY-NJ-PA",GET,Home,1540840000000.0,778,,200,1543220000000.0,100.0
6521,Rufus Wainwright,Logged In,Chloe,F,9,Cuevas,249.62567,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,930,Hallelujah,200,1543220000000.0,49.0
6522,The Waterboys,Logged In,Chloe,F,10,Cuevas,382.37995,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,930,Bury My Heart,200,1543220000000.0,49.0
6523,Diana Ross,Logged In,Chloe,F,11,Cuevas,130.97751,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,930,Don't Explain,200,1543220000000.0,49.0
6524,The Lonely Island / Jack Black,Logged In,Chloe,F,12,Cuevas,126.74567,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,930,Sax Man,200,1543220000000.0,49.0
6525,Deadmau5 & Kaskade,Logged In,Chloe,F,13,Cuevas,335.15057,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,930,I Remember (Caspa Remix),200,1543220000000.0,49.0
6526,Chiodos,Logged In,Chloe,F,14,Cuevas,226.16771,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940000000.0,930,Life Is A Perception Of Your Own Reality (Album Version),200,1543220000000.0,49.0
6527,Stray Cats,Logged In,Aleena,F,0,Kirby,195.05587,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,781,Ubangi Stomp,200,1543220000000.0,44.0
6528,,Logged In,Aleena,F,1,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Settings,1541020000000.0,781,,200,1543220000000.0,44.0
6529,Phantom Planet,Logged In,Aleena,F,2,Kirby,199.6273,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,781,California,200,1543220000000.0,44.0
6530,,Logged In,Aleena,F,3,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Home,1541020000000.0,781,,200,1543220000000.0,44.0
6531,Alejandro Sanz,Logged In,Aleena,F,4,Kirby,230.24281,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,781,Non E_ Per Te_ Per Me,200,1543220000000.0,44.0
6532,,Logged In,Chloe,F,15,Cuevas,,paid,"San Francisco-Oakland-Hayward, CA",GET,Settings,1540940000000.0,930,,200,1543220000000.0,49.0
6533,,Logged In,Chloe,F,16,Cuevas,,paid,"San Francisco-Oakland-Hayward, CA",PUT,Logout,1540940000000.0,930,,307,1543220000000.0,49.0
6534,Macaco,Logged In,Aleena,F,5,Kirby,204.90404,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,781,Somos Luz,200,1543220000000.0,44.0
6535,Marcy Playground,Logged In,Aleena,F,6,Kirby,150.83057,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,781,Pigeon Farm,200,1543220000000.0,44.0
6536,Catupecu Machu,Logged In,Aleena,F,7,Kirby,251.45424,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,781,Plan B: Anhelo De SatisfacciÃÂ³n,200,1543220000000.0,44.0
6537,Vector Lovers,Logged In,Aleena,F,8,Kirby,260.70159,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,781,Neon Sky Rain,200,1543220000000.0,44.0
6538,Blondie,Logged In,Aleena,F,9,Kirby,273.05751,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,781,Atomic '98 (Xenomania Mix),200,1543220000000.0,44.0
6539,Red Hot Chili Peppers,Logged In,Aleena,F,10,Kirby,365.53098,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,781,Turn It Again (Album Version),200,1543220000000.0,44.0
6540,,Logged Out,,,17,,,paid,,GET,Home,,930,,200,1543220000000.0,
6541,KT Tunstall,Logged In,Aleena,F,11,Kirby,197.56363,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,781,Throw Me A Rope,200,1543220000000.0,44.0
6542,,Logged In,Aleena,F,12,Kirby,,paid,"Waterloo-Cedar Falls, IA",GET,Home,1541020000000.0,781,,200,1543220000000.0,44.0
6543,The Depreciation Guild,Logged In,Aleena,F,13,Kirby,308.08771,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,781,Dream About Me,200,1543220000000.0,44.0
6544,Devendra Banhart,Logged In,Aleena,F,14,Kirby,286.30159,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,781,I Feel Just Like a Child,200,1543220000000.0,44.0
6545,Eddie Santiago,Logged In,Kate,F,0,Harrell,263.20934,paid,"Lansing-East Lansing, MI",PUT,NextSong,1540470000000.0,837,Hasta Aqui Te Fui Fiel,200,1543220000000.0,97.0
6546,Bloc Party,Logged In,Aleena,F,15,Kirby,222.04036,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541020000000.0,781,Plans (Replanned by Mogwai),200,1543220000000.0,44.0
